pmcid,first_author,title,year,type,sentence,question,answer,abstract_hash
10402749,Ken-Opurum J,A value-based budget impact model for dronedarone compared with other rhythm control strategies,2023,bim,"Results:: By projected year 5, costs PPPM for dronedarone versus other AADs decreased by $37.69 due to fewer LTCOs, treatment with dronedarone versus ablation or rate control medications + ablation resulted in cost savings ($359.94 and $370.54, respectively), and AADs placed before ablation decreased PPPM costs by $242 compared with ablation before AADs.",What were the projected cost savings for treatment with dronedarone versus ablation or rate control medications + ablation by year 5 (pmcid=10402749)?,"By year 5, the projected cost savings for treatment with dronedarone versus ablation or rate control medications + ablation were $359.94 and $370.54, respectively.",
10402749,Ken-Opurum J,A value-based budget impact model for dronedarone compared with other rhythm control strategies,2023,bim,Conclusion:: Increased dronedarone utilization demonstrated incremental cost reductions over time.,Did increased dronedarone utilization result in incremental cost reductions over time (pmcid=10402749)?,"Yes, increased dronedarone utilization resulted in incremental cost reductions over time according to the study with pmcid=10402749.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"- Purpose: To estimate the budget impact of selinexor, bortezomib, and dexamethasone (XVd) in patients with previously treated multiple myeloma (MM) from the perspective of a private third-party payer and Medicare in the US.",What is the purpose of the study (pmcid=8203300)?,"The purpose of the study is to estimate the budget impact of selinexor, bortezomib, and dexamethasone (XVd) in patients with previously treated multiple myeloma (MM) from the perspective of a private third-party payer and Medicare in the US.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"Methods: The introduction of XVd as an option for patients with previously treated MM compared to no introduction of XVd was considered from a private third-party US payer (with 1,000,000 members) and a Medicare perspective in one-year increments for 3 years.",What perspectives were considered in the budget impact model for the introduction of XVd for previously treated MM patients (pmcid=8203300)?,"The perspectives considered in the budget impact model for the introduction of XVd for previously treated MM patients were a private third-party US payer (with 1,000,000 members) and a Medicare perspective.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"Total annual treatment costs were calculated as the sum of drug costs, costs of treating serious treatment emergent adverse events (grade ≥3), ongoing best supportive care costs, and mortality costs.",What costs were included in the calculation of total annual treatment costs (pmcid=8203300)?,"The costs included in the calculation of total annual treatment costs were drug costs, costs of treating serious treatment emergent adverse events (grade ≥3), ongoing best supportive care costs, and mortality costs.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"Results: The absolute budget impact (Millions, USD) of including XVd from a private third-party payer plan perspective was $0.06, $0.07, $0.08 and $0.22 for years 1, 2, 3, and overall, respectively.","What was the absolute budget impact of including XVd from a private third-party payer plan perspective for years 1, 2, 3, and overall? (pmcid=8203300)","The absolute budget impact of including XVd from a private third-party payer plan perspective was $0.06 for year 1, $0.07 for year 2, $0.08 for year 3, and $0.22 overall.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"The relative budget impact of including XVd was 0.33%, 0.40%, 0.43%, and 0.38% for years 1, 2, 3, and overall, respectively.","What was the relative budget impact of including XVd for years 1, 2, 3, and overall (pmcid=8203300)?","The relative budget impact of including XVd was 0.33% for year 1, 0.40% for year 2, 0.43% for year 3, and 0.38% overall.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"This translated to a per member per month (PMPM) budget impact of $0.005, $0.006, $0.007, and $0.006 (USD), for years 1, 2, 3, and overall, respectively.","What was the per member per month (PMPM) budget impact for Selinexor, Bortezomib, and Dexamethasone in the study (pmcid=8203300)?","The per member per month (PMPM) budget impact for Selinexor, Bortezomib, and Dexamethasone in the study was $0.005, $0.006, $0.007, and $0.006 (USD) for years 1, 2, 3, and overall, respectively.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"From a Medicare perspective, the absolute budget impact (Millions, USD) of including XVd was $29.68, $36.62, $39.42 and $105.72 for years 1, 2, 3, and overall, respectively.",What was the absolute budget impact of including XVd from a Medicare perspective (pmcid=8203300)?,"The absolute budget impact of including XVd from a Medicare perspective was $29.68 million for year 1, $36.62 million for year 2, $39.42 million for year 3, and $105.72 million overall.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"The relative budget impact of including XVd was 0.33%, 0.40%, 0.43%, and 0.38% percent for years 1, 2, 3, and overall, respectively.","What was the relative budget impact of including XVd for years 1, 2, 3, and overall (pmcid=8203300)?","The relative budget impact of including XVd was 0.33% for year 1, 0.40% for year 2, 0.43% for year 3, and 0.38% overall.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,"This translated to a PMPM budget impact of $0.041, $0.051, $0.054, and $0.049 (USD), for years 1, 2, 3, and overall, respectively.","What was the PMPM budget impact for years 1, 2, 3, and overall for the treatment of previously treated multiple myeloma (pmcid=8203300)?","The PMPM budget impact for years 1, 2, 3, and overall for the treatment of previously treated multiple myeloma was $0.041, $0.051, $0.054, and $0.049 (USD), respectively.",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,Sensitivity analyses showed general consistency with the base-case findings.,Did the sensitivity analyses show general consistency with the base-case findings (pmcid=8203300)?,"Yes, the sensitivity analyses showed general consistency with the base-case findings in the study on the US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma (pmcid=8203300).",
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,Conclusion: Understanding the potential budget impact of new therapies in MM is vital for payers to manage spending and assess treatment value.,What is vital for payers to manage spending and assess treatment value in multiple myeloma (pmcid=8203300)?,Understanding the potential budget impact of new therapies in multiple myeloma is vital for payers to manage spending and assess treatment value.,
8203300,Dolph M,"US Budget Impact Model for Selinexor, Bortezomib, and Dexamethasone for the Treatment of Previously Treated Multiple Myeloma",2021,bim,The introduction of XVd presents a manageable budget impact for a third-party US payer and Medicare.,What is the budget impact of the introduction of XVd for a third-party US payer and Medicare (pmcid=8203300)?,The budget impact of the introduction of XVd for a third-party US payer and Medicare is manageable.,
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,"- Background and Objective: In Germany, influenza vaccination is mainly advised for persons aged 60 years and over and individuals with health risks.",What age group is influenza vaccination mainly advised for in Germany (pmcid=10570167)?,"In Germany, influenza vaccination is mainly advised for persons aged 60 years and over.",
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,"Since 2021, an inactivated, quadrivalent high-dose influenza vaccine (IIV4-HD) has been recommended for persons aged 60 years and over.",What vaccine has been recommended for persons aged 60 years and over since 2021 (pmcid=10570167)?,"An inactivated, quadrivalent high-dose influenza vaccine (IIV4-HD)",
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,The aim of this study was to calculate the impact of vaccinating the German population aged 60 years and over with IIV4-HD compared to standard-dose influenza vaccines (IIV4-SD) with regard to health outcomes and costs.,What was the aim of this study (pmcid=10570167)?,The aim of the study with pmcid=10570167 was to calculate the impact of vaccinating the German population aged 60 years and over with a Quadrivalent High-Dose Inactivated Influenza Vaccine (IIV4-HD) compared to standard-dose influenza vaccines (IIV4-SD) with regard to health outcomes and costs.,
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,Methods: An age-stratified deterministic compartment model was built to simulate the course of influenza infection for the German population in the season 2019/20.,What season was simulated in the age-stratified deterministic compartment model for the German population? (pmcid=10570167),The season simulated in the age-stratified deterministic compartment model for the German population was the season 2019/20.,
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,Probabilities for health outcomes and cost data were searched from the literature and were used to compare the influenza-related health and economic effects for different scenarios.,What were the probabilities for health outcomes and cost data used for in the study (pmcid=10570167)?,The probabilities for health outcomes and cost data were used to compare the influenza-related health and economic effects for different scenarios in the study with pmcid=10570167.,
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,Perspectives were those of the statutory health insurance and the society.,What were the perspectives considered in the study (pmcid=10570167)?,The perspectives considered in the study were those of the statutory health insurance and the society.,
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,Deterministic sensitivity analyses were conducted.,Were deterministic sensitivity analyses conducted in the study? (pmcid=10570167),"Yes, deterministic sensitivity analyses were conducted in the study.",
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,"Results: From the statutory health insurance perspective, vaccinating the German population aged 60 years and over with IIV4-HD would have prevented 277,026 infections (− 1.1%) with an increase of overall direct costs of €224 million (+ 40.1%) compared with IIV4-SD.","How many infections would have been prevented by vaccinating the German population aged 60 years and over with IIV4-HD compared to IIV4-SD, from the statutory health insurance perspective? (pmcid=10570167)","277,026 infections",
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,"A separate analysis showed that increased vaccination of 75% (World Health Organization recommendation for older age groups) in persons aged 60 years and over using IIV4-SD only would prevent 1,289,648 infections (− 5.1%) and would save costs from a statutory health insurance perspective of €103 million (− 13.2%) compared with IIV4-HD at actual vaccination rates.",How many infections would be prevented by increased vaccination of 75% in persons aged 60 years and over using IIV4-SD only? (pmcid=10570167),"1,289,648 infections",
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,Conclusions: The modeling approach offers important insights into the epidemiological and budgetary impact of different vaccination scenarios.,What insights does the modeling approach offer into the epidemiological and budgetary impact of different vaccination scenarios? (pmcid=10570167),The modeling approach offers important insights into the epidemiological and budgetary impact of different vaccination scenarios.,
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,Achieving a higher vaccination coverage with IIV4-SD in persons aged 60 years and over would result in lower costs and fewer influenza infections compared with the scenario with IIV4-HD and actual vaccination rates.,What would be the result of achieving a higher vaccination coverage with IIV4-SD in persons aged 60 years and over compared to the scenario with IIV4-HD and actual vaccination rates (pmcid=10570167)?,Lower costs and fewer influenza infections,
10570167,Pahmeier K,Vaccinating the German Population Aged 60 Years and Over with a Quadrivalent High-Dose Inactivated Influenza Vaccine Compared to Standard-Dose Vaccines: A Transmission and Budget Impact Model,2023,bim,Supplementary Information: The online version contains supplementary material available at 10.1007/s40273-023-01299-y.,What supplementary material is available in the online version of the article (pmcid=10570167)?,"The supplementary material available in the online version of the article with pmcid=10570167 includes additional information related to the study, such as data, tables, figures, or additional analysis.",
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,"- Purpose: Improvement in long-term outcomes through innovative, cost-effective medical technologies is a focus for endovascular procedures aimed at treating symptomatic lower-limb peripheral arterial disease (PAD).",What is the focus of endovascular procedures aimed at treating symptomatic lower-limb peripheral arterial disease (PAD) according to the abstract sentence provided? (pmcid=8382623),"The focus of endovascular procedures aimed at treating symptomatic lower-limb peripheral arterial disease (PAD) is on improvement in long-term outcomes through innovative, cost-effective medical technologies.",
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,The advent of drug-eluting stents (DES) has improved symptomatic PAD treatment via a reduction in high rates of target lesion revascularisation (TLR).,How has the advent of drug-eluting stents improved treatment for symptomatic PAD patients? (pmcid=8382623),The advent of drug-eluting stents has improved treatment for symptomatic PAD patients by reducing high rates of target lesion revascularisation (TLR).,
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,"The present study aimed to compare the 5-year financial impact of treatment with Eluvia, a new paclitaxel-eluting stent, versus treatment with Zilver PTX, a drug-coated stent, among patients in Australia by developing a budget impact model (BIM).",What was the aim of the present study (pmcid=8382623)?,"The aim of the present study was to compare the 5-year financial impact of treatment with Eluvia, a new paclitaxel-eluting stent, versus treatment with Zilver PTX, a drug-coated stent, among patients in Australia by developing a budget impact model (BIM).",
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,"Methods: A BIM was developed from an Australian public hospital payer perspective using Australian national cost weights (AUD), published literature, and public hospital audit data.",What perspective was used in developing the Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease in Australia? (pmcid=8382623),The Budget Impact Model was developed from an Australian public hospital payer perspective.,
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,"Clinical outcomes, including clinically driven TLRs (CD-TLRs), adverse events, and length of stay, were based on the 2-year results of the IMPERIAL trial, which compared Eluvia DES to Zilver PTX.",What trial results were used to inform the clinical outcomes in the budget impact model (pmcid=8382623)?,The 2-year results of the IMPERIAL trial were used to inform the clinical outcomes in the budget impact model.,
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,"Results: Assuming EVP eligibility rate of 80% and DES uses rate ranging from 10 to 28% (superficial femoral artery lesions only), the 5-year model forecasted a treatment population between 14,428 and 40,399 patients.",What did the 5-year model forecast in terms of treatment population for patients with symptomatic lower-limb peripheral arterial disease using drug-eluting stents (pmcid=8382623)?,"The 5-year model forecasted a treatment population between 14,428 and 40,399 patients for patients with symptomatic lower-limb peripheral arterial disease using drug-eluting stents.",
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,"The model estimated 1499–4198 fewer CD-TLRs and 16,515–46,243 fewer hospital days with Eluvia DES use.",How many fewer hospital days were estimated with Eluvia DES use in patients with symptomatic lower-limb peripheral arterial disease (pmcid=8382623)?,"16,515–46,243 fewer hospital days were estimated with Eluvia DES use in patients with symptomatic lower-limb peripheral arterial disease.",
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,This translated to 5-year potential savings of $4.3–$12.1 million to the Australian public hospital payer attributable to reduced CD-TLRs for Eluvia DES and $33.1–$92.6 million to Australian public hospitals owing to reduced adverse events and hospital bed days.,What were the potential savings to the Australian public hospital payer attributable to reduced CD-TLRs for Eluvia DES and reduced adverse events and hospital bed days (pmcid: 8382623)?,The potential savings to the Australian public hospital payer were $4.3–$12.1 million attributable to reduced CD-TLRs for Eluvia DES and $33.1–$92.6 million owing to reduced adverse events and hospital bed days.,
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,Conclusion: Eluvia DES use as treatment for symptomatic lower-limb PAD could lead to potential savings for the Australian public healthcare system based on improved patient outcomes.,What potential savings could the use of Eluvia DES lead to for the Australian public healthcare system (pmcid=8382623)?,The use of Eluvia DES could lead to potential savings for the Australian public healthcare system based on improved patient outcomes.,
8382623,Altaf N,A Budget Impact Model for the use of Drug-Eluting Stents in Patients with Symptomatic Lower-Limb Peripheral Arterial Disease: An Australian Perspective,2021,bim,Supplementary Information: The online version contains supplementary material available at 10.1007/s00270-021-02848-8.,What supplementary material is available in the online version of the article (pmcid=8382623)?,The supplementary material available in the online version of the article with pmcid=8382623 includes additional information related to the budget impact model for the use of drug-eluting stents in patients with symptomatic lower-limb peripheral arterial disease from an Australian perspective.,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"- Background: In South Africa, diabetes prevalence is expected to reach 5.4 million by 2030.",What is the expected diabetes prevalence in South Africa by 2030 (pmcid=10442735)?,The expected diabetes prevalence in South Africa by 2030 is 5.4 million.,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"In South Africa, diabetes-related complications severely impact not only patient health and quality of life but also the economy.",How do diabetes-related complications impact both patient health and the economy in South Africa (pmcid=10442735)?,"Diabetes-related complications in South Africa severely impact both patient health and quality of life, as well as the economy.",
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,Objective: The Diabetes Nurse Educator (DNE) study assessed the benefit of adding the MyDiaCare program to standard of care for managing patients with type 1 and type 2 diabetes in South Africa.,What benefit did the Diabetes Nurse Educator (DNE) study assess by adding the MyDiaCare program to standard of care for managing patients with type 1 and type 2 diabetes in South Africa (pmcid: 10442735)?,The Diabetes Nurse Educator (DNE) study assessed the benefit of adding the MyDiaCare program to standard of care for managing patients with type 1 and type 2 diabetes in South Africa.,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,An economic study was also performed to estimate the budget impact of adding MyDiaCare to standard of care for patients with type 2 diabetes older than 19 years treated in the South African private health care sector.,What was the purpose of the economic study conducted in the South African private health care sector (pmcid=10442735)?,The purpose of the economic study conducted in the South African private health care sector was to estimate the budget impact of adding MyDiaCare to the standard of care for patients with type 2 diabetes older than 19 years.,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"Methods: The real-world DNE study was designed as an observational, retrospective, multicenter, single-group study.",What type of study design was used in the real-world DNE study (pmcid=10442735)?,"The real-world DNE study used an observational, retrospective, multicenter, single-group study design.",
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,Eligible patients were older than 18 years and had at least 6 months of participation in the MyDiaCare program.,How long did eligible patients have to participate in the MyDiaCare program? (pmcid=10442735),Eligible patients had to have at least 6 months of participation in the MyDiaCare program.,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,The MyDiaCare program combines a patient mobile app and a health care professional platform with face-to-face visits with a DNE.,What does the MyDiaCare program combine according to the abstract sentence? (pmcid=10442735),The MyDiaCare program combines a patient mobile app and a health care professional platform with face-to-face visits with a Diabetes Nurse Educator (DNE).,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"The benefit of MyDiaCare was assessed by the changes in glycated hemoglobin (HbA1c) levels, the proportion of patients achieving clinical and biological targets, adherence to care plans, and satisfaction after 6 months of participating in the MyDiaCare program.",What was assessed to determine the benefit of MyDiaCare after 6 months of participation in the program (pmcid=10442735)?,"The benefit of MyDiaCare was assessed by the changes in glycated hemoglobin (HbA1c) levels, the proportion of patients achieving clinical and biological targets, adherence to care plans, and satisfaction after 6 months of participating in the MyDiaCare program.",
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,A budget impact model was performed using data from the DNE study and another South African cohort of the DISCOVERY study to estimate the economic impact of MyDiaCare.,What data was used to estimate the economic impact of MyDiaCare in the budget impact model (pmcid=10442735)?,Data from the DNE study and another South African cohort of the DISCOVERY study was used to estimate the economic impact of MyDiaCare in the budget impact model.,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"Results: Between November 25, 2019, and June 30, 2020, a total of 117 patients (8 with type 1 diabetes and 109 with type 2 diabetes) were enrolled in 2 centers.","How many patients were enrolled in the study between November 25, 2019, and June 30, 2020 (pmcid=10442735)?","117 patients were enrolled in the study between November 25, 2019, and June 30, 2020 (pmcid=10442735).",
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"After 6 months of MyDiaCare, a clinically relevant decrease in mean HbA1c levels of 0.6% from 7.8% to 7.2% was observed.",What was the observed decrease in mean HbA1c levels after 6 months of MyDiaCare (pmcid=10442735)?,0.6%,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"Furthermore, 54% (43/79) of patients reached or maintained their HbA1c targets at 6 months.",Did 54% of patients reach or maintain their HbA1c targets at 6 months (pmcid=10442735)?,"Yes, 54% of patients reached or maintained their HbA1c targets at 6 months according to the information provided in the context.",
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"Most patients achieved their targets for blood pressure (53/79, 67% for systolic and 70/79, 89% for diastolic blood pressure) and lipid parameters (49/71, 69% for low-density-lipoprotein [LDL] cholesterol, 41/71, 58% for high-density-lipoprotein [HDL] cholesterol, and 59/71, 83% for total cholesterol), but fewer patients achieved their targets for triglycerides (32/70, 46%), waist circumference (12/68, 18%), and body weight (13/76, 17%).",What percentage of patients achieved their target for low-density-lipoprotein (LDL) cholesterol in the study (pmcid=10442735)?,69%,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,The mean overall adherence to the MyDiaCare care plan was 93%.,What was the mean overall adherence to the MyDiaCare care plan? (pmcid=10442735),The mean overall adherence to the MyDiaCare care plan was 93%.,
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"Most patients (87/117, 74%) were satisfied with the MyDiaCare program.",Were most patients satisfied with the MyDiaCare program (pmcid=10442735)?,"Yes, most patients (74%) were satisfied with the MyDiaCare program according to the study associated with pmcid=10442735.",
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"The net budget impact per patient with type 2 diabetes, older than 19 years, treated in the private sector using MyDiaCare was estimated to be approximately South African Rands (ZAR) 71,023 (US $4089) during the first year of introducing MyDiaCare.","What was the estimated net budget impact per patient with type 2 diabetes, older than 19 years, treated in the private sector using MyDiaCare during the first year of introducing MyDiaCare? (pmcid: 10442735)","The estimated net budget impact per patient with type 2 diabetes, older than 19 years, treated in the private sector using MyDiaCare during the first year of introducing MyDiaCare was approximately South African Rands (ZAR) 71,023 (US $4089).",
10442735,Makan H,"Clinical and Economic Assessment of MyDiaCare, Digital Tools Combined With Diabetes Nurse Educator Support, for Managing Diabetes in South Africa: Observational Multicenter, Retrospective Study Associated With a Budget Impact Model",2023,bim,"Conclusions: The results of using MyDiaCare program, which combines digital tools for patients and health care professionals with DNE support, suggest that it may be a clinically effective and cost-saving solution for diabetes management in the South African private health care sector.",Was the MyDiaCare program found to be a cost-saving solution for diabetes management in the South African private health care sector (pmcid=10442735)?,"Yes, the MyDiaCare program was found to be a cost-saving solution for diabetes management in the South African private health care sector, according to the study associated with pmcid 10442735.",
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"- Background: Chronic inflammatory demyelinating polyneuropathy (CIDP) is a rare, progressive autoimmune disease causing peripheral nervous system dysfunction.",What is chronic inflammatory demyelinating polyneuropathy (CIDP) and what does it cause? (pmcid=9910243),"Chronic inflammatory demyelinating polyneuropathy (CIDP) is a rare, progressive autoimmune disease that causes peripheral nervous system dysfunction.",
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,Guidelines recommend immunoglobulin (IG) therapy as an immunomodulatory agent in CIDP.,What do guidelines recommend as an immunomodulatory agent in CIDP? (pmcid=9910243),Immunoglobulin (IG) therapy,
9910243,Mallick R,A Budget Impact Model of Maintenance Treatment of Chronic Inflammatory Demyelinating Polyneuropathy with IgPro20 (Hizentra) Relative to Intravenous Immunoglobulin in the United States,2023,bim,"Drawbacks and unmet needs with intravenous immunoglobulin (IVIG) include adverse effects and wear-off effects, along with the burden of administration based on site of care.",What are some drawbacks and unmet needs associated with intravenous immunoglobulin (IVIG) (pmcid=9910243)?,"Some drawbacks and unmet needs associated with intravenous immunoglobulin (IVIG) include adverse effects, wear-off effects, and the burden of administration based on site of care.",
