pmcid,first_author,title,source,year,abstract,type
11953859,Shafrin J,Economic impact of sotagliflozin among patients with heart failure and type 2 diabetes: Budget impact analysis from the US payer perspective,J Manag Care Spec Pharm,2025,"- BACKGROUND: Heart failure (HF) is a leading cause of mortality in the United States, often complicated by comorbidities like diabetes mellitus. These patients face high hospitalization risks, impacting clinical outcomes and health care resources. The Effect of Sotagliflozin on Cardiovascular Events in Patients with Type 2 Diabetes Post Worsening Heart Failure (SOLOIST-WHF) trial showed that sotagliflozin, a sodium-glucose cotransporter inhibitor, reduced rehospitalizations in patients with HF and diabetes mellitus. Although clinically beneficial, the economic impact of sotagliflozin from a payer perspective remains unclear, warranting further pharmacoeconomic analysis to guide managed care decisions. OBJECTIVE: To quantify the budget impact of sotagliflozin for US payers over a 5-year time horizon. METHODS: A payer-perspective budget impact model was developed to assess the financial impact of incorporating sotagliflozin for the treatment of patients recently hospitalized for HF with comorbid type 2 diabetes (T2D) over 5 years to US payer health plans. The study used a population reflecting the SOLOIST-WHF clinical trial, with economic parameters adjusted by payer mix (all payer, commercial, Medicare, and Medicaid). Health care resource utilization included hospitalization, emergency department (ED) visit, and adverse events' care. Economic outcomes examined the medical and pharmacy budget impact for payers at the per-user, per member per month (PMPM), and total plan costs levels. RESULTS: For a hypothetical 1-million-member all-payer plan, 1,516 patients hospitalized for HF with comorbid T2D would be eligible for sotagliflozin. For all-payer plans, annual per-user costs increased by $4,996 because of higher pharmacy costs ($8,260) but were partially offset by lower medical costs (-$2,608) because of reduced rehospitalization and ED visits from sotagliflozin. PMPM total budget impact of sotagliflozin would be $0.08 PMPM in year 1 and $0.38 in year 5, corresponding with total plan cost of $75,736 in year 1 and $378,681 by year 5. Commercial payer PMPM costs were lower ($0.02 in year 1; $0.11 in year 5), and higher for Medicare ($0.23 PMPM in year 1, increasing to 1.13 PMPM in year 5). Breakeven rebate rates ranged between 31.5% and 79.4%. CONCLUSIONS: Although sotagliflozin increases pharmacy costs for recently hospitalized HF patients with T2D, approximately 21%-68% of pharmacy costs were offset from reduced rehospitalization and ED visits.",bim
12032717,Barbado G,Budgetary impact of increasing use of peritoneal dialysis over haemodialysis in Spain,Health Econ Rev,2025,"- BACKGROUND: Chronic kidney disease (CKD) represents a significant public health concern, due to its high prevalence and incidence, as well as its substantial socio-economic costs. In Spain, estimates suggest that the direct healthcare costs of CKD will increase by 13.8% from 2022, which is why the cost of kidney replacement treatment (KRT) programs efficiency and sustainability is under constant analysis. Our analysis aimed to estimate the cost associated with peritoneal dialysis (PD) compared to hemodialysis (HD) from the Spanish National Health System (NHS) perspective and to evaluate the budgetary impact of an increase in the use of PD in our healthcare system environment. METHODS: The number of patients eligible for KRT was calculated based on the total Spanish population and the incidence and prevalence of patients with end-stage renal disease (ESRD). Patients receiving each modality, type of dialysis, and location of dialysis were estimated. The annual costs of each dialysis modality were calculated and included the cost of dialysis sessions and additional costs (including the cost of peritoneal and vascular access, hospitalisation costs due to potential complications of dialysis, cost of health care personnel, and cost of health care transport used by patients). Population data and costs (€, 2024) were obtained from the Spanish databases and a nephrologist validated the assumptions. Budget impact analysis assessed the incremental budget impact between the current scenario and the alternative scenario, where 30% of incident patients on scheduled HD would receive PD. RESULTS: We estimated that in Spain, there are 27,281 prevalent dialysis patients (3,141 receiving PD and 24,140 receiving HD/HDF) and 6,052 incident dialysis patients (1,173 receiving PD and 4,879 HD/HDF). The cost of dialysis amount to €1,555,573,771 (€141,361,374 PD and €1,414,212,397 to HD) in the current scenarios and to €1,540,584,011 (€167,593,157 PD and €1,372,990,854 HD) in the alternative scenario, resulting in a saving of €14,989,760 when 30% of the patients scheduled to receive HD would instead receive PD during the first year. CONCLUSIONS: The increased use of PD in Spain improves the system's efficiency, generating significant savings in the treatment of ESRD patients from the NHS perspective.",bim
12048119,Wang KH,The prognostic implication of polymerase epsilon-mutated endometrial cancer,Tzu Chi Med J,2024,"- The traditional classification and risk stratification systems of endometrial cancer (EC), which relied on histomorphological features, were limited and poor reproducible. The classification of new molecular subtypes of EC has been developing, including The Cancer Genome Atlas (TCGA)-four molecular subtypes: Polymerase epsilon (POLE) mutation (POLEmut), microsatellite instability hypermutated, copy number-low, and copy number-high and ProMisE-four molecular subtypes: POLEmut, mismatch repair deficiency, no specific molecular profile, and p53 abnormal. POLEmut usually correlates with a favorable outcome. Hence, we reviewed the research since the TCGA molecular subtypes developed in 2013 and summarized the characteristics and prognosis of POLEmut EC patients. In summary, we found POLEmut occurs in 7.3%-9.6% of EC in the previous studies. POLEmut EC consistently exhibits favorable patient outcomes, regardless of adjuvant therapy. The research of POLEmut in EC is absent in Taiwan, and the underlying mechanisms and cost-effectiveness need further investigation.",cem
12049781,Ochieng W,Bringing malaria diagnosis and treatment closer to the people: economic rationale for expanding malaria community case management to all ages in a rural district in Madagascar,Malar J,2025,"- BACKGROUND: Expanding malaria community case management (mCCM) to all ages could shift the point-of-care to the community leading to improved healthcare access in underserved populations. This study assesses the economic viability of such an expansion in Farafangana district, Madagascar. METHODS: A cluster-randomized trial was conducted across 30 health centres and the 502 community health workers (CHW) in their catchment areas, with the intervention arm implementing the age-expanded mCCM intervention. CHWs across both arms received training, supplies, and supervision to manage malaria. An economic evaluation assessed cost-effectiveness from health sector and societal perspectives, measuring outcomes in disability-adjusted life years (DALYs) averted. The impact of CHW compensation and economic risks were evaluated using sensitivity analyses. RESULTS: Without CHW compensation, annual costs were $794,000, primarily for antimalarials and diagnostic tests. Incremental cost-effectiveness ratios (ICERs) per DALY averted ranged from -$21.86 to $212.42. From a societal perspective, the ICER was -$135.64, and -$243.29 including mortality benefits, meaning the intervention was cost-saving. The programme could avert 99.6 deaths and 3,721.7 DALYs annually, yielding $1,172,283 in net economic benefits. Sensitivity analyses supported these findings. CONCLUSIONS: Age-expanded mCCM is highly cost-effective and can enhance malaria treatment access in resource-limited settings.",cem
12049324,Konta T,The health-economic impact of urine albumin-to-creatinine ratio testing for chronic kidney disease in Japanese non-diabetic patients,Clin Exp Nephrol,2024,"- BACKGROUND: The objective of this analysis was to estimate the clinical and economic impact of undertaking urine albumin-to-creatinine ratio (UACR) testing alongside regular estimated glomerular filtration rate testing for chronic kidney disease in non-diabetic Japanese patients versus no testing and versus urine protein-creatinine ratio (UPCR) testing. METHODS: An economic model, taking a Japanese healthcare perspective, estimated the health-economic impact of UACR testing over a lifetime time horizon. Outcomes reported were additional costs, clinical benefits measured, such as prevented dialyses and cardiovascular events, quality-adjusted life years gained, and incremental cost-effectiveness ratios. Health states were derived from risk levels reported in the Kidney Disease: Improving Global Outcomes heatmap. Results were derived assuming that after testing, treatment was available in the form of current standard-of-care or emerging chronic kidney disease therapies. RESULTS: Repeated UACR testing was found to be cost-effective compared to both no urine testing and UPCR testing, with incremental cost-effectiveness ratios of ¥1,953,958 and ¥1,966,433, respectively. CONCLUSION: Overall, this model demonstrates the health-economic value of undertaking UACR testing within the non-diabetic Japanese population.",cem
12049664,Kumar S,Evaluating the Impact of Advanced Trauma Life Support (ATLS) Training in Reducing Preventable and Potentially Preventable Deaths: A Mixed-Methods Cohort Study,Cureus,2025,"- Background Trauma remains a leading global cause of mortality, particularly in low-resource settings. Advanced Trauma Life Support (ATLS) training offers a standardized approach to trauma care, yet its impact in India remains underexplored. This study evaluates the effectiveness of ATLS training in reducing preventable trauma-related deaths and improving clinical decision-making at a tertiary care center in Bihar, India. Methods This mixed-methods cohort study was conducted from October 2021 to December 2024 and included 200 trauma patients aged ≥18 years. Patients were divided into two groups: pre-ATLS (retrospective; October 2021 to July 2024) and post-ATLS (prospective; August 2024 to December 2024). Mortality rates, trauma management errors, and survival outcomes were analyzed using Kaplan-Meier survival curves, chi-square tests, logistic regression models, and Cox proportional hazards regression. Additionally, structured interviews with healthcare providers supplemented the quantitative findings. Statistical analyses were performed using IBM SPSS Statistics for Windows, Version 20.0 (Released 2019; IBM Corp., Armonk, NY, USA) and R software, Version 4.1.2 (R Foundation for Statistical Computing, Vienna, Austria), with significance set at p < 0.05. Results ATLS training significantly reduced preventable deaths (from 30% to 15%) and potentially preventable deaths (from 40% to 25%). Trauma management errors, including delayed diagnoses and protocol deviations, also decreased post-training. Kaplan-Meier analysis demonstrated improved survival, while Cox regression identified ATLS training as an independent predictor of survival (HR = 0.62, 95% CI: 0.45-0.85, p = 0.003). Healthcare providers reported greater confidence in trauma assessment but highlighted concerns regarding accessibility, cost, and the need for refresher courses. Conclusions ATLS training enhances trauma care by reducing preventable mortality, minimizing errors, and boosting provider confidence. Expanding ATLS programs, particularly in resource-limited settings, is recommended. Future research should focus on long-term patient outcomes and the cost-effectiveness of ATLS implementation.",cem
12050136,Nwankwo H,Cost utility analysis of acute rehabilitation approaches in the management of traumatic anterior shoulder dislocation,Bone Jt Open,2025,"- AIMS: We aimed to conduct a cost-utility analysis comparing one session of advice, supporting materials, and option to self-refer to physiotherapy with the same advice and materials, plus an additional programme of physiotherapy for people with a first-time, traumatic anterior shoulder dislocation. METHODS: We conducted an economic evaluation within a randomized controlled trial from the UK NHS and personal social services (PSS) perspective. Resources used, and health-related quality of life information, were collected as part of the Acute Rehabilitation following Traumatic anterior shoulder dISlocAtioN (ARTISAN) randomized controlled trial over a 12-month period using patient-completed questionnaires. Incremental costs and quality-adjusted life-years (QALYs) accrued over the follow-up period were calculated and expressed as the incremental cost-effectiveness ratio (ICER). Estimate uncertainty was explored by bootstrapping and graphically displayed on the ICER plane. Net monetary benefits, probability of cost-effectiveness, and expected value of perfect information were explored at a range of willingness-to-pay thresholds and visualized graphically. RESULTS: Over a 12-month time horizon, incremental costs were £64 (95% CI -61 to 191) and incremental QALYs were 0.019 (95% CI -0.0005 to 0.0375) for the additional programme of physiotherapy. The ICER was £3,373/QALY, suggesting that the programme is cost-effective, although the primary outcome (Oxford Shoulder Instability Score) found little difference six months after a shoulder dislocation. The probability of being cost-effective at a willingness-to-pay threshold of £30,000 per QALY is 95%. Findings need to interpreted with caution given the high rates of missing data at 12 months, due to the final 12-month follow-up being curtailed during the trial. However, the range of sensitivity analyses supports the base case findings. CONCLUSION: The within-trial economic evaluation found that the additional physiotherapy programme is likely to be cost-effective. However, given the small and imprecise health gains, the best use of scarce physiotherapy resources needs careful consideration given other current demands on services.",cem
12002750,Yin Y,Modeling the distribution of the invasive snail Physella acuta in China: Implications for ecological and economic impact,Sci One Health,2025,"- BACKGROUND: The invasive freshwater snail Physella acuta poses significant threats to the ecological environment, public health safety, and the agricultural and forestry economy. Gaining insight into their geographical spread in China under current and future climate scenarios is crucial for effective monitoring and control strategies against this invasive species. METHODS: Global distribution data of P. acuta were collected and screened using ""ENMtool""; environmental variables were screened based on contribution of environmental variables, jackknife test and variable correlation analysis using MaxEnt 3.4.1 and GraphPad Prism 8; ""kuenm"" package in R 4.0.4 software was used to calculate and adjust model parameters; the optimized MaxEnt model was used to predict the potential distribution range of P. acuta in China under different climate scenarios; ArcGIS 10.7 was used to process and visualize the results. RESULTS: A total of 2012 P. acuta distribution points were screened, and the warmest quarter, mean temperature of the coldest season, precipitation in March and November were used to construct the MaxEnt model with an area under the curve (AUC) value of 0.918. According to the prediction, P. acuta is currently widely spread across the Guangxi Zhuang Autonomous Region, Guizhou Province, Yunnan Province, Chongqing Municipality, and areas proximate to the Yangtze River Basin in the middle-lower Yangtze Plain, which encompass 10.22 % of China's terrestrial area. Under future climate projections, the suitable habitats for P. acuta in southern regions are expected to contract, whereas those in northern regions are anticipated to remain relatively stable. As a result, the overall distribution center is likely to shift marginally northward. CONCLUSION: With the future climate change, the total suitable habitats of P. acuta in China showed a shrinking trend, and the shrinkage was more significant in the southern low-latitude suitable habitats. To mitigate its impact on China's ecosystem and the loss caused by P. acuta invasion, relevant departments should increase monitoring and prompt control, and implement efficient preventive and eradication measures.",bim
11983115,Kollapaneni SS,"Venous Thromboembolism in Spinal Fusion Surgery: A Literature Review of Economic Impact, Risk Factors, and Preoperative Management",Spine Surg Relat Res,2024,#NAME?,bim
12046533,Atherly DE,Projected health and economic impact of rotavirus vaccination in GAVI-eligible countries: 2011 – 2030,Vaccine,2012,"- Rotavirus is the leading cause of diarrheal disease in children under 5 years of age. It is responsible for more than 450,000 deaths each year, with more than 90% of these deaths occurring in low-resource countries eligible for support by the GAVI Alliance. Significant efforts made by the Alliance and its partners are providing countries with the opportunity to introduce rotavirus vaccines into their national immunization programs, to help prevent childhood illness and death. We projected the cost-effectiveness and health impact of rotavirus vaccines in GAVI-eligible countries, to assist decision makers in prioritizing resources to achieve the greatest health benefits for their populations. A decision-analytic model was used to project the health outcomes and direct costs of a birth cohort in the target population, with and without a rotavirus vaccine. Current data on disease burden, vaccine efficacy, immunization rates, and costs were used in the model. Vaccination in GAVI-eligible countries would prevent 2.46 million childhood deaths and 83 million disability-adjusted life years (DALYs) from 2011 to 2030, with annual reductions of 180,000 childhood deaths at peak vaccine uptake. The cost per DALY averted is $42 for all GAVI countries combined, over the entire period. Rotavirus vaccination would be considered very cost-effective for the entire cohort of GAVI countries, and in each country individually, as cost-effectiveness ratios are less than the gross domestic product (GDP) per capita. Vaccination is most cost-effective and has the greatest impact in regions with high rotavirus mortality. Rotavirus vaccination in GAVI-eligible countries is very cost-effective and is projected to substantially reduce childhood mortality in this population.",bim
12017669,Roy A,"Morbidity Profile, Economic Impact, and Social Security Scheme Utilisation of Occupational Injuries in a Tertiary Care Hospital in Bangalore, Karnataka",Indian J Occup Environ Med,2025,"- INTRODUCTION: Occupational injuries pose a critical challenge amid India's rapid industrialization. National Programme on Occupational Diseases Quadrant I reports alarming global statistics, with India contributing significantly to the burden. Injuries impose a significant financial burden on individual households, leading to substantial out-of-pocket expenditures (OOPE) causing severe financial distress for the families of the victims. This study explores the profile and economic ramifications of such injuries, emphasizing the urgent need for intervention. METHODS: This cross-sectional mixed methods study, conducted in a tertiary care hospital in Bangalore, Karnataka, analyses data from 148 occupational injury cases over 6 months. Ethical approval was obtained, and data were collected from hospital records and direct patient inquiries. Demographics, injury characteristics, root causes, and outcomes were analyzed. The economic burden, catastrophic health expenditure, awareness, and utilization of social security schemes (SSS) were assessed. RESULTS: A predominant demographic vulnerability exists among workers under 25 years old, especially in high-risk sectors. Traumatic injuries, primarily due to employee negligence, are prevalent, with extremity injuries and ocular injuries being common. While 68.9% of participants claimed access to personal protective equipment (PPE) at their work sites, only 51.4% reported actual usage of PPE. A significant financial strain was observed, with 64 out of 148 participants experiencing catastrophic health expenditure. Insurance coverage and SSS utilization are limited, indicating gaps in awareness and procedural complexities. DISCUSSION: The findings underscore the need for targeted interventions, particularly in high-risk sectors and during vulnerable periods, such as postlunch hours. Bridging the gap between PPE availability and utilization is crucial. The study emphasizes the importance of collaborative efforts between regulatory bodies, employers, and workers to enhance safety measures. Furthermore, it highlights the challenges and successes in SSS utilization, suggesting the need for streamlined processes and increased awareness campaigns. Recommendations include targeted interventions, safety training, and streamlined SSS processes to address the complexities surrounding workplace incidents and improve overall occupational well-being. Continued research is crucial to refining preventive strategies and mitigating the impact of occupational injuries. CONCLUSION: This study reveals the urgent need for improved safety measures and streamlined social security schemes to mitigate the significant economic burden of occupational injuries in India.",bim
12031038,Jung J,Estimating the Public Health and Economic Impact of Annual mRNA COVID-19 Vaccination for Adults Aged 50 and Older in South Korea’s Endemic Era,Vaccines (Basel),2025,"- Background/Objectives: COVID-19 continues to challenge public health due to emerging variants. To mitigate this, the Korea Disease Control and Prevention Agency (KDCA) recommends annual COVID-19 vaccination, but uptake remains suboptimal. This study evaluates the public health and economic impact of annual mRNA COVID-19 vaccination for adults aged 50 and older in South Korea during the 2024–2025 season, focusing on hospitalizations and costs. Methods: We estimated hospitalizations prevented by the mRNA-1273 XBB.1.5 containing vaccine by calculating symptomatic infection incidence rates, hospitalization rates among unvaccinated individuals, vaccine effectiveness (VE) against hospitalization, and vaccination rates. Incidence rates among the unvaccinated with an annual vaccine were derived by adjusting overall infection rates based on vaccination coverage and VE against COVID-19 hospitalization rates. Hospitalization costs were obtained from a real-world dataset, integrating the KDCA’s COVID-19 confirmed cases with National Health Insurance claims data. Comparative analyses between mRNA-1273 and BNT162b2 used published meta-analysis results. Results: Assuming vaccination rates remain consistent with the 2023–2024 season, mRNA-1273 is projected to prevent 37,200 hospitalizations and save USD 77.2 million in healthcare costs during the 2024–2025 season compared to no annual vaccination. Compared to BNT162b2, it is expected to prevent an additional 13,260 hospitalizations saving USD 27.5 million. If vaccination rates increased to match influenza, hospitalizations prevented by mRNA-1273 could rise to 79,800 with USD 164.2 million in healthcare savings compared to no annual vaccination. Conclusion: Annual mRNA COVID-19 vaccination with mRNA-1273 substantially reduces hospitalizations and healthcare costs. Increasing vaccination rates are essential to maximize public health benefits.",bim
12025344,Patel MS,Optimization and Economic Impact of Expedited Minimally Invasive Parafascicular Surgery (MIPS) Protocol for Spontaneous Intraparenchymal Hemorrhage,Cureus,2025,"- Background Minimally invasive parafascicular surgery (MIPS) for evacuating intracerebral hemorrhage (ICH) has proven to be an effective treatment compared to medical management. At our academic center, we have adopted a strategy of early surgery (<12 hours) and aimed to assess its impact on patients undergoing MIPS from an economic standpoint. This study introduces an innovative preoperative protocol to reduce costs and improve efficiency in the healthcare setting for patients undergoing ICH evacuation. Methods A retrospective review was conducted on patients who underwent MIPS for spontaneous ICH evacuation between 2014 and 2017. The patients were stratified into two groups: expedited versus control and early versus late operation. The expedited protocol involved using either computed tomography angiography (CTA) or a stereotactic head CT for guidance during the operation.  Results Nine patients were included in the expedited protocol group, where they were taken from the emergency department (ED) for CT and CTA, followed by a surgical decision, and then directly to the operating room (OR) from the imaging center. Nine patients were included in the control group, where they were taken from the ED for CT and CTA and returned to the ED, followed by a surgical decision, then to the imaging center for a stereotactic CTH for intraoperative navigation, and then to the OR. Additionally, eleven patients were in the early operation group, and seven were in the late operation group. The mean time from ED admission to surgery was 8.2 hours for the early operation group and 62.2 hours for the late operation group (p = 0.10). The control group had 38 preoperative scans, while the expedited group had 17. The mean preoperative imaging cost decreased from $2,039 in the control to $1,003 in the expedited group (p = 0.004). Similarly, the mean preoperative imaging cost was $2,061 for the late operation group and $1,162 for the early operation group, respectively (p = 0.02). There was a 15% decrease in the postoperative hospital stay cost per patient (p > 0.05). Conclusion Patients undergoing an expedited preoperative protocol and early surgery experienced a statistically significant reduction in preoperative costs and a shorter time between ED admission and surgery. The expedited protocol may provide economic relief for patients undergoing MIPS without compromising outcomes.",bim
11630598,Noparatayaporn P,Cost-utility and budget impact analysis of laparoscopic bariatric surgery for obesity with Type II Diabetes Mellitus in Thailand,PLoS One,2024,"- Bariatric surgery is another treatment options for patients with obesity, who cannot achieve weight controlled by conservative non-surgical therapy. Although bariatric surgery provides clinical benefits for these patients, it is costly. This study aims to evaluate the cost-effectiveness of bariatric surgery, as compared to nonbariatric surgery, in patients with body mass index (BMI) ≥32.5 kg/m2 and type 2 diabetes mellitus (T2DM), and to estimate the budget impact of bariatric surgery in Thailand. METHODS: A Markov model was developed to estimate and compare total costs incurred and quality-adjusted life years (QALYs) gained between bariatric surgery and nonbariatric surgery over lifetime horizontal. Analysis was conducted under payer and societal perspectives. Costs and outcomes were discounted at an annual rate of 3%. The outcomes were presented as incremental cost- effectiveness ratio (ICER). RESULTS: Under payer's perspective, bariatric surgery resulted in higher total lifetime cost (676,658.39 baht vs 574,683.38 baht) and QALYs gained (16.08 QALYs vs 14.78 QALYs), as compared to nonbariatric surgery, resulting in an ICER of 78,643.02 baht/QALY. Similarly, under the societal perspective, bariatric surgery resulted in higher total lifetime cost (1,451,923.83 baht vs 1,407,590.49 baht) and QALYs gained (16.08 QALYs vs 14.78 QALYs), as compared to nonbariatric surgery. Under societal perspective, ICER was estimated at 34,189.82 baht/QALY. A 5-year budget impact analysis indicated that bariatric surgery incurred the total budget of 223,821 million baht. CONCLUSIONS: At the cost-effectiveness threshold of 160,000 baht/QALY, bariatric surgery was a cost-effective strategy and should continue to be included in the benefit package for patients with obesity and T2DM.",bim
11695850,McGill S,Budget impact analysis of including biosimilar adalimumab on formulary: A US payer perspective,J Manag Care Spec Pharm,2025,,bim
9661901,Ayres BD,Economic Impact Analysis of Custom Pak® on Cataract and Vitreoretinal Surgery in the United States,Clinicoecon Outcomes Res,2022,"- PURPOSE: Implicit costs of surgical preparation and materials management for cataract/anterior segment and retinal/posterior segment procedures are often unquantified. Use of ophthalmological surgical procedure packs is common in these surgeries; however, there is little in the literature demonstrating their time and cost impacts. Understanding the costs and potential benefits of surgical pack procedure use is important for administrators in purchasing decision-making. The objective of this study is to estimate the economic impact of Alcon Custom Pak(®) on cataract and vitreoretinal (retina) surgery in hospitals and ambulatory surgical centers (ASCs) across operating room (OR), materials management, and accounting departments. METHODS: We conducted a study in 2019 among US hospitals and ASCs using an online survey and a surgery timing exercise. Surgical technicians and supply chain managers were surveyed regarding current cataract and retina surgery practices including OR, materials management, and accounting tasks. Surgical technicians timed cataract and retina surgeries, recording activity timestamps and surgical supply use from Alcon Custom Pak and other sources. Using the survey and timing exercise inputs and literature and government sources, we developed a budget impact model (BIM) to quantify hidden costs of time and labor spent across the entire surgery supply life cycle. RESULTS: Representing a geographical mix of 99 facilities, surgical technicians (56 cataract/46 retina) and supply chain managers (23 cataract/24 retina) provided data for their institutions. Technicians timed 290 cataract and 250 retina surgeries. In the BIM, increasing baseline Custom Pak utilization to 100% of surgeries while also sourcing all relevant supplies from Custom Pak results in annual cost savings ranging from $92,273 to $217,675 across procedure type and setting, allowing for between 75 (retina ASC) and 266 (cataract hospital) potential additional procedures per facility/year. CONCLUSION: This study demonstrates that increasing Custom Pak usage can potentially save time, reduce hidden costs, and increase throughput.",bim
10531588,Rao C,Hemoadsorption Using CytoSorb® in Patients with Infective Endocarditis: A German-Based Budget Impact Analysis,J Cardiovasc Dev Dis,2023,"- A considerable number of infective endocarditis (IE) patients require cardiac surgery with an increased risk for postoperative sepsis. Intraoperative hemoadsorption may diminish the risk of postoperative hyperinflammation with potential economic implications for intensive care unit (ICU) occupation. The present study aimed to theoretically investigate the budget impact of a reduced length of ICU stay in IE patients treated with intraoperative hemoadsorption in the German healthcare system. Data on ICU occupation were extrapolated from a retrospective study on IE patients treated with hemoadsorption. An Excel-based budget impact model was developed to simulate the patient course over the ICU stay. A base-case scenario without therapy reimbursement and a scenario with full therapy reimbursement were explored. The annual eligible German IE patient population was derived from official German Diagnostic-Related Group (DRG) volume data. One-way deterministic sensitivity analysis and multivariate analysis were performed to evaluate the uncertainty over the model results. The use of intraoperative hemoadsorption resulted in EUR 2298 being saved per patient in the base-case scenario without therapy reimbursement. The savings increased to EUR 3804 per patient in the case of full device-specific reimbursement. Deterministic and probabilistic sensitivity analyses confirmed the robustness of savings, with a probability of savings of 87% and 99% in the base-case and full reimbursement scenario, respectively. Intraoperative hemoadsorption in IE patients might have relevant economic benefits related to reduced ICU stays, resulting in improved resource use. Further evaluations in larger prospective cohorts are warranted.",bim
11718670,Seo H,OP42 A Budget Impact Analysis Of The Introduction Of Noninvasive Prenatal Testing To Korean National Health Insurance,Int J Technol Assess Health Care,2025,"- INTRODUCTION: This study assessed the budget impact (BI) of introducing noninvasive perinatal testing (NIPT) to the Korean National Health Insurance (KNHI). It aims to provide useful economic evidence on reimbursement decisions on prenatal screening. Since NIPT is widely used in Korea as a noncovered service, BI can be reliably estimated from real-world data (RWD). METHODS: In this BI analysis, we derived the total number of pregnant women from 2017 birth statistics (n=358,000) and its distribution of singleton births (96.1%) and multiples (3.9%). The age distribution of pregnant women was 29.4 percent for 35 and above, and 70.6 percent for below 35, according to the 2017 statistics. For NIPT costs, we considered a price range of KRW357,000 (USD260) to KRW715,000 (USD522) from a 2018 survey. To evaluate the BI of introducing NIPT, we examined eight scenarios based on NIPT cost sharing of 30 percent and 70 percent, NIPT price, and whether to include pregnant women aged less than 35 years old. RESULTS: BI for KNHI was estimated as KRW6 trillion (USD4 billion) to approximately KRW56 trillion (USD40 billion). Scenario seven, targeting older pregnant women with serum screening high risk with NIPT price at the lower end and payer coverage of 30 percent, shows the lowest annual BI of KRW6,115,813,866 (USD4,469,516); scenario two, covering all older pregnant women and younger high-risk cases with NIPT price at the higher end and payer coverage of 70 percent, exhibits the highest burden at KRW56,240,636,611 (USD41,091,993). CONCLUSIONS: Our BI analysis of introducing NIPT to KNHI can serve as essential data for estimating insurer burdens during the potential transition of NIPT to provisional or selective coverage. In the absence of prenatal diagnostics cost-effectiveness research in Korea, our findings provide crucial evidence for establishing relevant reimbursement criteria, addressing a gap in current research and supporting evidence-based policymaking.",bim
10137341,Lim VW,Budget Impact Analysis of Adopting a One-Step Nucleic Acid Amplification Testing (NAAT) Alone Diagnostic Pathway for Clostridioides difficile in Japan Compared to a Two-Step Algorithm with Glutamate Dehydrogenase/Toxin Followed by NAAT,Diagnostics (Basel),2023,"- Clostridioides difficile infection (CDI) is a major healthcare-associated infection that leads to a significant health economic burden in Japan. Using a decision tree model, we evaluated the budget impact of adopting a one-step nucleic acid amplification test (NAAT) alone pathway compared to a two-step diagnostic algorithm with glutamate dehydrogenase (GDH) and toxin antigen, followed by NAAT. The analysis was conducted from the government payer's perspective for 100,000 symptomatic, hospitalized adults requiring a CDI diagnostic test. One-way sensitivity analysis was conducted for all data inputs. The NAAT alone strategy costed JPY 225,886,360 (USD 2,424,714) more, but was more effective, resulting in 1749 more patients accurately diagnosed and 91 fewer deaths compared to the two-step algorithm. Additionally, the NAAT alone pathway costed JPY 26,146 (USD 281) less per true positive CDI diagnosed. The total budget impact, and cost per CDI diagnosed was most sensitive to GDH sensitivity in one-way sensitivity analysis, where a lower GDH sensitivity resulted in greater cost savings with the NAAT alone pathway. Findings from this budget impact analysis can guide the adoption of a NAAT alone pathway for CDI diagnosis in Japan.",bim
9640704,Jayawardana S,Feasibility of novel adult tuberculosis vaccination in South Africa: a cost-effectiveness and budget impact analysis,NPJ Vaccines,2022,"- Early trials of novel vaccines against tuberculosis (TB) in adults have suggested substantial protection against TB. However, little is known about the feasibility and affordability of rolling out such vaccines in practice. We conducted expert interviews to identify plausible vaccination implementation strategies for the novel M72/AS01(E) vaccine candidate. The strategies were defined in terms of target population, coverage, vaccination schedule and delivery mode. We modelled these strategies to estimate long-term resource requirements and health benefits arising from vaccination over 2025-2050. We presented these to experts who excluded strategies that were deemed infeasible, and estimated cost-effectiveness and budget impact for each remaining strategy. The four strategies modelled combined target populations: either everyone aged 18-50, or all adults living with HIV, with delivery strategies: either a mass campaign followed by routine vaccination of 18-year olds, or two mass campaigns 10 years apart. Delivering two mass campaigns to all 18-50-year olds was found to be the most cost-effective strategy conferring the greatest net health benefit of 1.2 million DALYs averted having a probability of being cost-effective of 65-70%. This strategy required 38 million vaccine courses to be delivered at a cost of USD 507 million, reducing TB-related costs by USD 184 million while increasing ART costs by USD 79 million. A suitably designed adult TB vaccination programme built around novel TB vaccines is likely to be cost-effective and affordable given the resource and budget constraints in South Africa.",bim
